UF,Município,Masculino,Feminino,Não Informado,Total
SP,Itariri,3,1,0,4
SP,Itatiba,1,0,0,1
SP,Itatinga,2,1,0,3
SP,Itirapina,8,1,0,9
SP,Itirapuã,2,1,0,3
SP,Itu,5,1,1,7
SP,Itupeva,6,1,0,7
SP,Ituverava,42,7,0,49
SP,Jaborandi,19,4,0,23
SP,Jaboticabal,78,3,1,82
SP,Jacareí,15,3,0,18
SP,Jaci,4,0,0,4
SP,Jaguariúna,1,0,0,1
SP,Jales,43,6,0,49
SP,Jambeiro,1,1,0,2
SP,Jandira,2,1,0,3
SP,Jardinópolis,31,3,0,34
SP,Jaú,83,6,0,89
SP,Joanópolis,6,1,0,7
SP,João Ramalho,1,0,0,1
SP,José Bonifácio,23,2,0,25
SP,Júlio Mesquita,2,0,0,2
SP,Jundiaí,12,4,0,16
SP,Junqueirópolis,21,14,1,36
SP,Laranjal Paulista,10,2,0,12
SP,Lavínia,3,1,0,4
SP,Leme,28,2,0,30
SP,Lençóis Paulista,19,4,0,23
SP,Limeira,57,8,1,66
SP,Lins,322,136,7,465
SP,Lorena,1,2,0,3
SP,Lourdes,7,0,0,7
SP,Lucélia,4,2,0,6
SP,Luís Antônio,3,1,0,4
SP,Luiziânia,1,0,0,1
SP,Lutécia,2,0,0,2
SP,Macatuba,12,2,0,14
SP,Macaubal,10,1,0,11
SP,Macedônia,2,4,0,6
SP,Magda,2,0,0,2
SP,Mairinque,1,0,0,1
SP,Mairiporã,2,0,0,2
SP,Manduri,5,0,0,5
SP,Marabá Paulista,1,0,1,2
SP,Maracaí,11,1,0,12
SP,Marapoama,12,2,0,14
SP,Mariápolis,3,0,0,3
SP,Marília,41,13,0,54
SP,Marinópolis,5,2,0,7
SP,Martinópolis,3,0,1,4
SP,Matão,37,9,3,49
SP,Mauá,14,0,0,14
SP,Mendonça,34,4,2,40
SP,Meridiano,5,0,0,5
SP,Mesópolis,27,4,4,35
SP,Miguelópolis,60,23,1,84
SP,Mineiros do Tietê,21,4,0,25
SP,Mira Estrela,66,13,2,81
SP,Mirandópolis,12,2,0,14
SP,Mirante do Paranapanema,24,7,1,32
SP,Mirassol,43,8,0,51
SP,Mirassolândia,29,3,0,32
SP,Mococa,2,0,0,2
SP,Mogi das Cruzes,68,18,0,86
SP,Mogi Guaçu,34,4,0,38
SP,Moji Mirim,34,2,0,36
SP,Mongaguá,69,13,3,85
SP,Monte Alto,15,2,0,17
SP,Monte Aprazível,11,3,0,14
SP,Monte Azul Paulista,6,1,0,7
SP,Monte Castelo,8,1,0,9
SP,Monteiro Lobato,1,0,0,1
SP,Monte Mor,3,0,0,3
SP,Morro Agudo,1,0,0,1
SP,Motuca,2,0,0,2
SP,Murutinga do Sul,4,1,0,5
SP,Narandiba,4,2,0,6
SP,Natividade da Serra,36,27,0,63
SP,Neves Paulista,2,0,0,2
SP,Nhandeara,24,5,1,30
SP,Nipoã,1,0,1,2
SP,Nova Aliança,4,1,0,5
SP,Nova Canaã Paulista,17,2,0,19
SP,Nova Europa,5,2,0,7
SP,Nova Granada,87,18,0,105
SP,Nova Guataporanga,10,2,0,12
SP,Nova Independência,5,2,0,7
SP,Novais,2,0,0,2
SP,Nova Odessa,14,0,0,14
SP,Novo Horizonte,210,76,4,290
SP,Nuporanga,2,0,0,2
SP,Óleo,1,0,0,1
SP,Olímpia,50,4,1,55
SP,Onda Verde,7,3,0,10
SP,Oriente,1,0,0,1
SP,Orindiúva,26,9,0,35
SP,Orlândia,11,1,0,12
SP,Osasco,8,0,0,8
SP,Osvaldo Cruz,16,2,1,19
SP,Ourinhos,35,7,0,42
SP,Ouroeste,19,13,0,32
SP,Ouro Verde,24,6,0,30
SP,Pacaembu,12,3,0,15
SP,Palestina,16,2,0,18
SP,Palmares Paulista,7,1,0,8
SP,Palmeira d`Oeste,9,4,0,13
SP,Palmital,19,3,1,23
SP,Panorama,368,250,3,621
SP,Paraguaçu Paulista,13,3,0,16
SP,Paraibuna,13,3,0,16
SP,Paraíso,1,0,0,1
SP,Paranapanema,128,31,1,160
SP,Paranapuã,9,0,0,9
SP,Parapuã,5,0,0,5
SP,Pariquera-Açu,2,1,0,3
SP,Parisi,6,1,0,7
SP,Patrocínio Paulista,3,0,0,3
SP,Paulicéia,148,71,3,222
SP,Paulínia,5,1,0,6
SP,Paulo de Faria,99,31,0,130
SP,Pederneiras,71,22,0,93
SP,Pedranópolis,3,0,0,3
SP,Pedregulho,17,0,0,17
SP,Pedreira,2,0,0,2
SP,Pedrinhas Paulista,17,6,0,23
SP,Pedro de Toledo,3,0,0,3
SP,Penápolis,210,25,3,238
SP,Pereira Barreto,96,41,0,137
SP,Pereiras,2,0,0,2
SP,Peruíbe,259,116,8,383
SP,Piedade,0,1,0,1
SP,Pindamonhangaba,28,20,1,49
SP,Pindorama,9,5,3,17
SP,Piquerobi,1,0,0,1
SP,Piracaia,7,0,1,8
SP,Piracicaba,208,27,8,243
SP,Piraju,46,5,0,51
SP,Pirajuí,7,3,0,10
SP,Pirangi,1,0,0,1
SP,Pirapozinho,1,0,0,1
SP,Pirassununga,110,3,3,116
SP,Pitangueiras,30,2,0,32
SP,Planalto,7,0,0,7
SP,Poá,3,2,0,5
SP,Poloni,5,0,0,5
SP,Pompéia,7,0,0,7
SP,Pongaí,8,3,1,12
SP,Pontal,25,2,0,27
SP,Pontes Gestal,11,3,0,14
SP,Populina,24,2,0,26
SP,Porto Feliz,30,2,0,32
SP,Porto Ferreira,83,13,0,96
SP,Potim,17,10,0,27
SP,Potirendaba,40,6,1,47
SP,Pradópolis,1,1,0,2
SP,Praia Grande,156,30,0,186
SP,Presidente Bernardes,7,0,0,7
SP,Presidente Epitácio,564,197,9,770
SP,Presidente Prudente,48,10,0,58
SP,Presidente Venceslau,17,5,2,24
SP,Promissão,126,59,0,185
SP,Quatá,7,2,0,9
SP,Quintana,2,0,0,2
SP,Rancharia,6,5,0,11
SP,Redenção da Serra,8,6,0,14
SP,Regente Feijó,2,0,0,2
SP,Reginópolis,10,0,1,11
SP,Registro,19,5,0,24
SP,Restinga,1,0,0,1
SP,Ribeira,54,6,0,60
SP,Ribeirão do Sul,4,1,0,5
SP,Ribeirão Pires,14,1,1,16
SP,Ribeirão Preto,360,58,1,419
SP,Rifaina,30,5,1,36
SP,Rincão,15,1,0,16
SP,Rio Claro,43,8,0,51
SP,Rio das Pedras,2,0,0,2
SP,Riolândia,51,14,0,65
SP,Rosana,319,146,4,469
SP,Roseira,1,0,0,1
SP,Rubiácea,3,0,0,3
SP,Rubinéia,72,18,0,90
SP,Sabino,109,75,3,187
SP,Sagres,1,0,0,1
SP,Sales,54,14,0,68
SP,Salesópolis,24,6,2,32
SP,Salmourão,4,0,0,4
SP,Saltinho,7,2,0,9
SP,Salto,3,0,0,3
SP,Salto Grande,43,22,0,65
SP,Sandovalina,2,1,0,3
SP,Santa Albertina,42,7,0,49
SP,Santa Bárbara d`Oeste,47,1,1,49
SP,Santa Branca,20,4,0,24
SP,Santa Clara d`Oeste,41,7,1,49
SP,Santa Cruz da Conceição,3,0,0,3
SP,Santa Cruz das Palmeiras,13,0,0,13
SP,Santa Cruz do Rio Pardo,9,0,0,9
SP,Santa Fé do Sul,191,40,1,232
SP,Santa Isabel,9,2,0,11
SP,Santa Maria da Serra,100,64,1,165
SP,Santa Mercedes,18,4,0,22
SP,Santana da Ponte Pensa,6,0,0,6
SP,Santa Rita d`Oeste,23,0,0,23
SP,Santa Rita do Passa Quatro,11,0,0,11
SP,Santa Rosa de Viterbo,44,2,2,48
SP,Santo Anastácio,7,0,0,7
SP,Santo André,21,4,1,26
SP,Santo Antônio da Alegria,3,0,0,3
SP,Santo Antônio do Aracanguá,100,24,0,124
SP,Santópolis do Aguapeí,1,0,0,1
SP,Santos,318,51,23,392
SP,São Bernardo do Campo,94,35,1,130
SP,São Caetano do Sul,1,0,0,1
SP,São Carlos,110,9,0,119
SP,São Francisco,2,0,0,2
SP,São João da Boa Vista,6,1,0,7
SP,São João das Duas Pontes,1,0,0,1
SP,São João do Pau d`Alho,27,11,1,39
SP,São Joaquim da Barra,12,1,0,13
SP,São José da Bela Vista,4,0,1,5
SP,São José do Rio Pardo,17,0,0,17
SP,São José do Rio Preto,314,75,4,393
SP,São José dos Campos,24,4,3,31
SP,São Manuel,43,8,0,51
SP,São Paulo,2301,593,8,2902
SP,São Pedro,21,5,0,26
SP,São Pedro do Turvo,1,0,0,1
SP,São Sebastião,229,47,19,295
SP,São Simão,20,1,0,21
SP,São Vicente,180,45,2,227
SP,Sarutaiá,1,0,0,1
SP,Sebastianópolis do Sul,7,0,0,7
SP,Serra Azul,4,1,0,5
SP,Serrana,29,4,0,33
SP,Sertãozinho,64,7,0,71
SP,Sete Barras,1,0,0,1
SP,Severínia,8,0,0,8
SP,Sorocaba,27,4,0,31
SP,Sud Mennucci,49,10,2,61
SP,Sumaré,15,4,1,20
SP,Suzanápolis,10,4,0,14
SP,Suzano,27,3,0,30
SP,Tabapuã,4,2,0,6
SP,Tabatinga,11,2,0,13
SP,Taboão da Serra,1,1,0,2
SP,Taciba,6,2,0,8
SP,Taguaí,1,0,0,1
SP,Taiaçu,5,0,0,5
SP,Taiúva,4,0,0,4
SP,Tambaú,0,0,1,1
SP,Tanabi,33,7,0,40
SP,Tapiraí,0,1,0,1
SP,Taquaritinga,35,8,1,44
SP,Taquarituba,22,5,0,27
SP,Tarumã,1,0,0,1
SP,Tatuí,2,0,0,2
SP,Taubaté,6,1,1,8
SP,Tejupá,1,0,0,1
SP,Teodoro Sampaio,102,28,3,133
SP,Terra Roxa,37,6,0,43
SP,Timburi,10,0,0,10
SP,Torrinha,3,0,0,3
SP,Tremembé,0,2,0,2
SP,Três Fronteiras,30,2,1,33
SP,Tuiuti,1,0,0,1
SP,Tupã,14,2,0,16
SP,Tupi Paulista,62,11,0,73
SP,Turiúba,2,0,0,2
SP,Turmalina,2,0,0,2
SP,Ubarana,58,26,1,85
SP,Ubatuba,658,103,30,791
SP,Uchoa,4,0,0,4
SP,Urânia,9,3,0,12
SP,Uru,34,6,0,40
SP,Urupês,62,5,0,67
SP,Valentim Gentil,14,3,0,17
SP,Valinhos,3,0,0,3
SP,Valparaíso,9,3,0,12
SP,Vargem,12,2,0,14
SP,Vargem Grande do Sul,4,0,0,4
SP,Vargem Grande Paulista,2,0,0,2
SP,Várzea Paulista,6,2,0,8
SP,Vera Cruz,6,1,0,7
SP,Vinhedo,3,1,0,4
SP,Viradouro,51,11,0,62
SP,Votorantim,32,0,0,32
SP,Votuporanga,61,11,1,73
SP,Zacarias,2,0,0,2
TO,Abreulândia,1,0,0,1
TO,Aguiarnópolis,1,1,0,2
TO,Alvorada,0,1,0,1
TO,Ananás,9,2,1,12
TO,Angico,0,1,0,1
TO,Aparecida do Rio Negro,4,0,0,4
TO,Aragominas,62,55,0,117
TO,Araguacema,93,36,0,129
TO,Araguaçu,0,1,0,1
TO,Araguaína,12,17,0,29
TO,Araguanã,102,121,1,224
TO,Araguatins,618,504,4,1126
TO,Arapoema,3,2,0,5
TO,Arraias,14,2,0,16
TO,Augustinópolis,3,0,0,3
TO,Axixá do Tocantins,1,1,0,2
TO,Babaçulândia,131,68,1,200
TO,Barra do Ouro,63,50,0,113
TO,Barrolândia,2,2,0,4
TO,Bernardo Sayão,2,2,0,4
TO,Bom Jesus do Tocantins,4,2,0,6
TO,Brejinho de Nazaré,22,9,0,31
TO,Buriti do Tocantins,16,7,0,23
TO,Cachoeirinha,0,1,0,1
TO,Campos Lindos,1,0,0,1
TO,Carrasco Bonito,50,30,1,81
TO,Caseara,92,51,0,143
TO,Colinas do Tocantins,9,1,0,10
TO,Conceição do Tocantins,1,0,0,1
TO,Couto Magalhães,66,26,1,93
TO,Cristalândia,1,0,0,1
TO,Darcinópolis,2,1,1,4
TO,Esperantina,282,287,2,571
TO,Filadélfia,171,118,3,292
TO,Goiatins,9,4,0,13
TO,Guaraí,20,3,0,23
TO,Gurupi,0,1,1,2
TO,Ipueiras,25,12,0,37
TO,Itacajá,9,0,0,9
TO,Itaguatins,53,34,0,87
TO,Itapiratins,180,85,2,267
TO,Jaú do Tocantins,4,0,1,5
TO,Lagoa da Confusão,32,16,0,48
TO,Lagoa do Tocantins,1,1,0,2
TO,Lajeado,22,8,0,30
TO,Marianópolis do Tocantins,1,1,0,2
TO,Maurilândia do Tocantins,33,8,0,41
TO,Miracema do Tocantins,77,26,0,103
TO,Monte do Carmo,5,4,0,9
TO,Muricilândia,5,1,0,6
TO,Natividade,28,12,0,40
TO,Nova Olinda,20,14,0,34
TO,Palmas,879,443,4,1326
TO,Palmeirante,65,52,2,119
TO,Palmeiras do Tocantins,85,45,0,130
TO,Palmeirópolis,18,2,0,20
TO,Paraíso do Tocantins,0,2,0,2
TO,Paranã,53,21,2,76
TO,Pau d`Arco,135,111,1,247
TO,Pedro Afonso,44,21,0,65
TO,Peixe,75,10,0,85
TO,Pequizeiro,1,1,0,2
TO,Piraquê,0,1,0,1
TO,Pium,1,1,0,2
TO,Ponte Alta do Tocantins,1,0,0,1
TO,Porto Alegre do Tocantins,1,0,0,1
TO,Porto Nacional,108,30,0,138
TO,Praia Norte,231,146,6,383
TO,Recursolândia,1,0,0,1
TO,Riachinho,0,1,0,1
TO,Rio dos Bois,0,2,0,2
TO,Sampaio,206,301,2,509
TO,Santa Fé do Araguaia,58,39,0,97
TO,Santa Maria do Tocantins,1,1,0,2
TO,Santa Tereza do Tocantins,1,0,0,1
TO,São Bento do Tocantins,1,0,0,1
TO,São Miguel do Tocantins,59,43,1,103
TO,São Salvador do Tocantins,38,16,0,54
TO,São Sebastião do Tocantins,136,137,1,274
TO,São Valério,21,8,0,29
TO,Taguatinga,2,0,0,2
TO,Tocantínia,13,1,0,14
TO,Tocantinópolis,157,107,0,264
TO,Tupiratins,53,9,1,63
TO,Wanderlândia,0,2,0,2
TO,Xambioá,69,46,0,115
